Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0000142	KAI8036978.1	FBpp0291110, FBpp0291115, FBpp0291116, FBpp0291108, FBpp0071456, FBpp0112281, FBpp0291112, FBpp0112283, FBpp0301757, FBpp0071457
OG0000143	KAI8039085.1	FBpp0311314, FBpp0311315, FBpp0311326, FBpp0311311, FBpp0311317, FBpp0311310, FBpp0311319, FBpp0311328, FBpp0311325, FBpp0311318, FBpp0311313, FBpp0311312, FBpp0311324, FBpp0311327
OG0000144	KAI8039418.1	FBpp0291754, FBpp0110220, FBpp0110221, FBpp0110223, FBpp0110225, FBpp0291160, FBpp0072992, FBpp0110224, FBpp0072993, FBpp0072994, FBpp0072990, FBpp0072991, FBpp0303101, FBpp0110222
OG0000145	KAI8041429.1	FBpp0304987, FBpp0271878, FBpp0304990, FBpp0304986, FBpp0304988, FBpp0304991, FBpp0304989, FBpp0073215
OG0000146	KAI8046792.1	FBpp0307986, FBpp0293584, FBpp0084339, FBpp0084338, FBpp0084337, FBpp0292077, FBpp0084336, FBpp0308932, FBpp0292078, FBpp0089115
OG0000147	KAI8040400.1	FBpp0305482, FBpp0290814, FBpp0305483, FBpp0305484
OG0000148	KAI8034449.1	FBpp0088429, FBpp0088424, FBpp0309319, FBpp0309318, FBpp0088419, FBpp0088423, FBpp0088422, FBpp0089021, FBpp0089020, FBpp0088428
OG0000149	KAI8044457.1	FBpp0081161, FBpp0089245, FBpp0081160, FBpp0089246, FBpp0081162, FBpp0089086, FBpp0089241, FBpp0089242, FBpp0089247, FBpp0428195, FBpp0089244, FBpp0089243
OG0000150	KAI8044288.1	FBpp0083744, FBpp0307956
OG0000150	KAI8045716.1	FBpp0083746
OG0000150	KAI8044289.1	FBpp0083743, FBpp0310704, FBpp0307955
OG0000151	KAI8044219.1	FBpp0293625, FBpp0307763, FBpp0293624, FBpp0084678, FBpp0292406, FBpp0084677
OG0000152	KAI8034967.1	FBpp0300573, FBpp0300574, FBpp0077803, FBpp0300575, FBpp0289115
OG0000153	KAI8037310.1	FBpp0290004, FBpp0088014
OG0000153	KAI8037309.1	FBpp0290003, FBpp0305132, FBpp0088013, FBpp0305131
OG0000154	KAI8038326.1	FBpp0111722, FBpp0086595, FBpp0111721, FBpp0302917, FBpp0290614
OG0000155	KAI8040373.1	FBpp0290650, FBpp0297352, FBpp0305992, FBpp0297350, FBpp0297351, FBpp0305991, FBpp0305993, FBpp0076146
OG0000156	KAI8046523.1	FBpp0293553
OG0000156	KAI8046522.1	FBpp0293558, FBpp0300750, FBpp0307700, FBpp0307694, FBpp0307698, FBpp0307701, FBpp0307699, FBpp0307695, FBpp0307703, FBpp0307697, FBpp0307702, FBpp0307696, FBpp0307704
OG0000158	KAI8042273.1, KAI8042275.1	FBpp0302849, FBpp0302851, FBpp0302852, FBpp0302850, FBpp0303256, FBpp0302848, FBpp0302847
OG0000159	KAI8045537.1	FBpp0305873, FBpp0289313, FBpp0289314, FBpp0111715, FBpp0082782, FBpp0082784, FBpp0082783
OG0000160	KAI8041783.1	FBpp0288920, FBpp0304228
OG0000161	KAI8044050.1	FBpp0307035, FBpp0289993, FBpp0302733, FBpp0307037, FBpp0307038, FBpp0307036, FBpp0307034, FBpp0307039
OG0000162	KAI8033844.1	FBpp0428179, FBpp0303350, FBpp0309604, FBpp0070210, FBpp0070213, FBpp0303349, FBpp0303352, FBpp0309603, FBpp0303351, FBpp0309605
OG0000164	KAI8034282.1	FBpp0305536, FBpp0305537, FBpp0305531, FBpp0305529, FBpp0305530, FBpp0305532, FBpp0305534, FBpp0305535, FBpp0305533
OG0000165	KAI8044075.1	FBpp0303342
OG0000165	KAI8045700.1	FBpp0084024, FBpp0084023
OG0000165	KAI8045701.1	FBpp0084061
OG0000165	KAI8035213.1	FBpp0308714, FBpp0288426
OG0000166	KAI8036149.1	FBpp0293711, FBpp0311757, FBpp0293712, FBpp0070611, FBpp0290153, FBpp0290346, FBpp0293715, FBpp0293709, FBpp0293713, FBpp0293714, FBpp0293710
OG0000167	KAI8043155.1	FBpp0080752, FBpp0099871, FBpp0297553, FBpp0080751, FBpp0080753, FBpp0306283, FBpp0306284, FBpp0080754
OG0000169	KAI8042121.1	FBpp0080713, FBpp0080712, FBpp0301567, FBpp0302972, FBpp0301569, FBpp0301566, FBpp0301568
OG0000170	KAI8046236.1	FBpp0306635, FBpp0111534, FBpp0302932, FBpp0111535, FBpp0288450, FBpp0302931, FBpp0306636, FBpp0111536
OG0000172	KAI8046677.1	FBpp0088543, FBpp0290702, FBpp0088544
OG0000173	KAI8040328.1	FBpp0076769, FBpp0076767, FBpp0076766
OG0000174	KAI8040565.1	FBpp0310642, FBpp0301203, FBpp0310646, FBpp0310643, FBpp0310644, FBpp0310645, FBpp0301205, FBpp0304241
OG0000175	KAI8034859.1	FBpp0074295, FBpp0074296, FBpp0074299, FBpp0074298, FBpp0300556, FBpp0074297, FBpp0074300, FBpp0300557, FBpp0074294, FBpp0307836, FBpp0307835, FBpp0307837
OG0000176	KAI8039830.1	FBpp0297524
OG0000177	KAI8035770.1	FBpp0305216, FBpp0087780, FBpp0087779, FBpp0099846, FBpp0099849, FBpp0099848, FBpp0099845, FBpp0099847, FBpp0099850, FBpp0087781
OG0000178	KAI8039168.1	FBpp0072527
OG0000178	KAI8039335.1	FBpp0072533
OG0000178	KAI8039164.1	FBpp0072529
OG0000178	KAI8039430.1, KAI8039154.1	FBpp0072530
OG0000179	KAI8039423.1	FBpp0306076, FBpp0306078, FBpp0306077, FBpp0306080, FBpp0306075, FBpp0306079, FBpp0306081, FBpp0428252, FBpp0306083, FBpp0306082, FBpp0306085, FBpp0306084
OG0000180	KAI8041671.1, KAI8041677.1, KAI8041673.1	FBpp0293203, FBpp0290274, FBpp0290275, FBpp0290277, FBpp0290276, FBpp0290279, FBpp0308957, FBpp0306225, FBpp0306224, FBpp0290278
OG0000181	KAI8036832.1	FBpp0088390, FBpp0088386, FBpp0088382, FBpp0088948, FBpp0088387, FBpp0099680
OG0000182	KAI8037013.1	FBpp0086656, FBpp0111707, FBpp0308983, FBpp0288474
OG0000183	KAI8036589.1, KAI8036581.1	FBpp0110411, FBpp0110410, FBpp0307004, FBpp0290669, FBpp0290671, FBpp0290670
OG0000184	KAI8044815.1	FBpp0289580, FBpp0308706, FBpp0308708, FBpp0297858, FBpp0308707
OG0000185	KAI8038132.1	FBpp0308276, FBpp0110259, FBpp0290222, FBpp0085256, FBpp0308277, FBpp0298832
OG0000186	KAI8045363.1	FBpp0099878
OG0000186	KAI8045366.1	FBpp0081733, FBpp0081732
OG0000187	KAI8037771.1, KAI8037699.1	FBpp0288504, FBpp0075320, FBpp0292544, FBpp0075321, FBpp0304403, FBpp0304402, FBpp0075322
OG0000189	KAI8036190.1	FBpp0428081, FBpp0071160, FBpp0071161, FBpp0289974, FBpp0071163, FBpp0071162, FBpp0289975
OG0000190	KAI8035504.1, KAI8035503.1	FBpp0289835, FBpp0289836, FBpp0070640, FBpp0303589, FBpp0301040, FBpp0310169, FBpp0301041
OG0000191	KAI8033139.1	FBpp0100034, FBpp0100032, FBpp0088457, FBpp0100037, FBpp0305194, FBpp0100033, FBpp0100036, FBpp0100035, FBpp0300528, FBpp0088456, FBpp0300529, FBpp0305192, FBpp0305193
OG0000193	KAI8042407.1, KAI8042401.1	FBpp0311491, FBpp0078691
OG0000193	KAI8045014.1, KAI8045106.1, KAI8045154.1	FBpp0085052, FBpp0085014
OG0000194	KAI8044494.1	FBpp0082311, FBpp0082312, FBpp0306595, FBpp0111850, FBpp0306596, FBpp0111851, FBpp0306594, FBpp0306593, FBpp0111852
OG0000195	KAI8045481.1	FBpp0304072, FBpp0081717, FBpp0304071, FBpp0304073, FBpp0304070
OG0000196	KAI8044194.1	FBpp0303076, FBpp0083320, FBpp0289844, FBpp0306700, FBpp0306701, FBpp0306699
OG0000197	KAI8044893.1	FBpp0292914, FBpp0290652, FBpp0292918, FBpp0292917, FBpp0306924, FBpp0310478, FBpp0310477, FBpp0306923, FBpp0292920, FBpp0292915, FBpp0310479
OG0000198	KAI8045405.1	FBpp0303393, FBpp0306735, FBpp0289722, FBpp0289721, FBpp0306736, FBpp0306737, FBpp0081131, FBpp0306738, FBpp0112112
OG0000199	KAI8045105.1	FBpp0084879
OG0000199	KAI8036291.1	FBpp0087555, FBpp0290876, FBpp0087557
OG0000200	KAI8035324.1	FBpp0111903, FBpp0111904, FBpp0111902, FBpp0309796, FBpp0111901, FBpp0310622
OG0000201	KAI8039739.1	FBpp0072048, FBpp0072047, FBpp0072045, FBpp0309964, FBpp0072046, FBpp0309965, FBpp0309966
OG0000202	KAI8039733.1	FBpp0072124, FBpp0309946, FBpp0072125, FBpp0072123, FBpp0072122, FBpp0072126, FBpp0072121, FBpp0072127, FBpp0072120
OG0000203	KAI8033677.1	FBpp0088452, FBpp0088448, FBpp0088449, FBpp0088926, FBpp0088445, FBpp0088446, FBpp0088450, FBpp0088451, FBpp0088447
OG0000204	KAI8035334.1	FBpp0290516, FBpp0074040, FBpp0074042, FBpp0074038, FBpp0074039, FBpp0074041, FBpp0290515, FBpp0089399, FBpp0074043
OG0000206	KAI8039285.1	FBpp0303180, FBpp0303179, FBpp0293063, FBpp0306033, FBpp0293064, FBpp0293065, FBpp0306032
OG0000207	KAI8041781.1, KAI8039473.1	FBpp0112053, FBpp0073152, FBpp0073150, FBpp0073151, FBpp0073153, FBpp0112054, FBpp0300395, FBpp0300394
OG0000208	KAI8039460.1	FBpp0289646, FBpp0289647, FBpp0289645, FBpp0072592, FBpp0289648, FBpp0072594, FBpp0290738, FBpp0072591, FBpp0289649, FBpp0072593
OG0000209	KAI8041657.1	FBpp0290329, FBpp0291170, FBpp0290332, FBpp0300437, FBpp0290333, FBpp0290331, FBpp0290328, FBpp0308935
OG0000210	KAI8034417.1	FBpp0297488, FBpp0297489, FBpp0099783, FBpp0297490, FBpp0074570, FBpp0297487, FBpp0074569, FBpp0305208
OG0000211	KAI8033429.1	FBpp0305818, FBpp0074256, FBpp0074257, FBpp0074255, FBpp0305815, FBpp0305816, FBpp0305817
OG0000212	KAI8044575.1	FBpp0088904, FBpp0088902, FBpp0088901, FBpp0088900
OG0000213	KAI8044576.1	FBpp0088896, FBpp0291171, FBpp0306046, FBpp0088906, FBpp0291172, FBpp0088903, FBpp0428078, FBpp0296935, FBpp0089024, FBpp0296934
OG0000214	KAI8044634.1	FBpp0305820, FBpp0293748, FBpp0084255, FBpp0305819, FBpp0293749, FBpp0084256, FBpp0305821
OG0000215	KAI8037580.1	FBpp0310602, FBpp0291909, FBpp0291912, FBpp0291911, FBpp0291910, FBpp0311307
OG0000216	KAI8038281.1	FBpp0110525, FBpp0110443, FBpp0110454, FBpp0297505, FBpp0297504, FBpp0110451, FBpp0110471, FBpp0110482
OG0000219	KAI8033988.1	FBpp0088415, FBpp0293151, FBpp0306997, FBpp0293152, FBpp0111866
OG0000220	KAI8040574.1	FBpp0297586, FBpp0291295, FBpp0291740, FBpp0291296, FBpp0291739, FBpp0297585, FBpp0297587, FBpp0306021, FBpp0306020
OG0000222	KAI8044080.1	FBpp0311380, FBpp0304710, FBpp0311381, FBpp0311379, FBpp0292635, FBpp0292634
OG0000223	KAI8037597.1	FBpp0309754, FBpp0112020, FBpp0071758, FBpp0071757
OG0000224	KAI8043390.1	FBpp0080886, FBpp0300327, FBpp0308341, FBpp0308340, FBpp0300328
OG0000224	KAI8043395.1	FBpp0080885, FBpp0291098, FBpp0297511, FBpp0080884
OG0000226	KAI8036476.1	FBpp0292241, FBpp0310628, FBpp0292237, FBpp0310630, FBpp0292244, FBpp0306186, FBpp0292238, FBpp0088240, FBpp0088238, FBpp0088239, FBpp0289724
OG0000227	KAI8045938.1	FBpp0305839, FBpp0305838, FBpp0293687, FBpp0111489, FBpp0111488, FBpp0113073, FBpp0113074
OG0000228	KAI8043945.1, KAI8037210.1	FBpp0070329
OG0000228	KAI8034298.1	FBpp0070331, FBpp0305936, FBpp0302778, FBpp0302779, FBpp0292167, FBpp0305935, FBpp0070330, FBpp0302777
OG0000229	KAI8036220.1	FBpp0071230, FBpp0071232, FBpp0305942, FBpp0089134, FBpp0071231, FBpp0301193, FBpp0111878, FBpp0301194, FBpp0071233
OG0000230	KAI8033021.1	FBpp0300552, FBpp0074329, FBpp0402805, FBpp0074327, FBpp0302023, FBpp0111791, FBpp0428193
OG0000231	KAI8046524.1	FBpp0303301, FBpp0303311, FBpp0303308, FBpp0303312, FBpp0303310, FBpp0303307, FBpp0303309, FBpp0303305, FBpp0303302, FBpp0303303, FBpp0303304, FBpp0303306
OG0000232	KAI8035846.1	FBpp0309396, FBpp0309398, FBpp0085691
OG0000233	KAI8036144.1	FBpp0070619, FBpp0290690, FBpp0070618, FBpp0310196, FBpp0100137, FBpp0100136
OG0000234	KAI8042663.1	FBpp0080372
OG0000234	KAI8043707.1, KAI8042662.1, KAI8038415.1, KAI8042477.1, KAI8042139.1	FBpp0080317, FBpp0080315
OG0000235	KAI8042031.1	FBpp0303567, FBpp0303566, FBpp0304510, FBpp0303569, FBpp0303571, FBpp0303572, FBpp0303565, FBpp0303570, FBpp0303568
OG0000236	KAI8042687.1	FBpp0080002
OG0000236	KAI8042689.1	FBpp0080001, FBpp0307596, FBpp0307597, FBpp0294002, FBpp0079999, FBpp0080000
OG0000237	KAI8035660.1	FBpp0078185, FBpp0078184, FBpp0423169, FBpp0078183, FBpp0291344, FBpp0297555, FBpp0304415, FBpp0112349
OG0000238	KAI8033570.1	FBpp0309521, FBpp0309522, FBpp0309517, FBpp0309515, FBpp0309518, FBpp0309516, FBpp0309513, FBpp0309514, FBpp0309519, FBpp0309520
OG0000239	KAI8043086.1	FBpp0302880, FBpp0302885, FBpp0304535, FBpp0307716, FBpp0302884, FBpp0302881, FBpp0302879, FBpp0311171, FBpp0302883, FBpp0304536, FBpp0302886, FBpp0302887
OG0000240	KAI8043938.1	FBpp0088478, FBpp0292427, FBpp0288453, FBpp0308015, FBpp0428261, FBpp0428262
OG0000241	KAI8036552.1, KAI8036550.1, KAI8037671.1	FBpp0290285
OG0000241	KAI8036551.1	FBpp0289196, FBpp0289199, FBpp0307245, FBpp0289198
OG0000242	KAI8046457.1	FBpp0088501, FBpp0088503, FBpp0305517, FBpp0305516, FBpp0088984, FBpp0289428, FBpp0088982, FBpp0088981, FBpp0088983, FBpp0088502
OG0000243	KAI8046861.1	FBpp0311442, FBpp0311012, FBpp0311011, FBpp0311013, FBpp0311441, FBpp0311014, FBpp0311015
OG0000244	KAI8044945.1	FBpp0293684, FBpp0306909, FBpp0293685, FBpp0293683, FBpp0081091
OG0000245	KAI8040601.1	FBpp0076216, FBpp0076217, FBpp0076220, FBpp0076219, FBpp0076215, FBpp0306016, FBpp0076218, FBpp0306017, FBpp0076221
OG0000246	KAI8045727.1	FBpp0091035
OG0000246	KAI8036324.1	FBpp0428277
OG0000246	KAI8043392.1, KAI8044713.1	FBpp0090991, FBpp0091160
OG0000247	KAI8045232.1	FBpp0081531, FBpp0081532, FBpp0428100
OG0000247	KAI8045985.1	FBpp0081530
OG0000248	KAI8037896.1	FBpp0312395, FBpp0293519, FBpp0305424, FBpp0293518, FBpp0089422, FBpp0304982, FBpp0078122
OG0000249	KAI8038799.1	FBpp0072016, FBpp0307864, FBpp0072014, FBpp0072011, FBpp0072013, FBpp0072012, FBpp0297476, FBpp0307865
OG0000250	KAI8040043.1	FBpp0293744, FBpp0293745, FBpp0293743, FBpp0110305, FBpp0293746, FBpp0086546, FBpp0086547
OG0000251	KAI8039879.1	FBpp0292769, FBpp0086559, FBpp0086560, FBpp0111842
OG0000252	KAI8039866.1	FBpp0085956, FBpp0311512, FBpp0085957, FBpp0293794, FBpp0289710, FBpp0289711, FBpp0085958, FBpp0085955
OG0000253	KAI8036411.1	FBpp0293009, FBpp0289781, FBpp0289784, FBpp0293010, FBpp0293012, FBpp0293011, FBpp0289783, FBpp0289786
OG0000254	KAI8033678.1	FBpp0077817, FBpp0077815, FBpp0099715, FBpp0303496, FBpp0099714, FBpp0099713, FBpp0077814, FBpp0099712, FBpp0077816
OG0000255	KAI8039401.1	FBpp0304409, FBpp0304407, FBpp0072899, FBpp0304408, FBpp0072900
OG0000256	KAI8041096.1	FBpp0112998, FBpp0075660, FBpp0075661, FBpp0075659, FBpp0304353, FBpp0304354
OG0000257	KAI8046318.1	FBpp0308306, FBpp0308305, FBpp0084310, FBpp0084311, FBpp0084309, FBpp0308304
OG0000258	KAI8037289.1, KAI8033724.1, KAI8034437.1, KAI8034439.1, KAI8034205.1, KAI8034184.1, KAI8034436.1, KAI8034443.1, KAI8034421.1	FBpp0088123
OG0000259	KAI8033759.1	FBpp0070077, FBpp0310106, FBpp0307857, FBpp0307858, FBpp0289557, FBpp0070076, FBpp0307856, FBpp0070075, FBpp0111860
OG0000260	KAI8045840.1	FBpp0084666
OG0000260	KAI8033079.1	FBpp0291988, FBpp0112417, FBpp0291990, FBpp0112410, FBpp0291989, FBpp0112415
OG0000262	KAI8046611.1	FBpp0291761, FBpp0085035, FBpp0291519, FBpp0085037, FBpp0291763, FBpp0307423, FBpp0307424, FBpp0307422
OG0000263	KAI8045158.1	FBpp0088862, FBpp0292152, FBpp0088863, FBpp0088860, FBpp0088859, FBpp0088864, FBpp0292153, FBpp0088861, FBpp0292151
OG0000264	KAI8045913.1	FBpp0084425
OG0000264	KAI8044504.1	FBpp0084401
OG0000265	KAI8037568.1	FBpp0301623, FBpp0301625, FBpp0086822, FBpp0100116, FBpp0100117, FBpp0086823, FBpp0301627, FBpp0301626
OG0000266	KAI8042318.1	FBpp0304636, FBpp0297484, FBpp0304643, FBpp0304639, FBpp0297483, FBpp0304642, FBpp0304640, FBpp0304641, FBpp0304637, FBpp0304638, FBpp0079239, FBpp0079240
OG0000268	KAI8036151.1	FBpp0307832, FBpp0310127, FBpp0070633, FBpp0310128, FBpp0307830
OG0000269	KAI8034459.1	FBpp0428280, FBpp0303422, FBpp0309264, FBpp0073578, FBpp0428279, FBpp0073579, FBpp0303423
OG0000270	KAI8033335.1	FBpp0310244, FBpp0310243, FBpp0297665, FBpp0305512, FBpp0300900, FBpp0305511, FBpp0297664, FBpp0073543, FBpp0112400
OG0000271	KAI8040203.1	FBpp0291179, FBpp0304900, FBpp0304899, FBpp0290009, FBpp0290008, FBpp0290007, FBpp0290010, FBpp0304898
OG0000272	KAI8033056.1	FBpp0303736, FBpp0111665, FBpp0111666, FBpp0309781, FBpp0309780, FBpp0111667, FBpp0300815
OG0000273	KAI8039380.1	FBpp0304930, FBpp0304927, FBpp0304926, FBpp0301063, FBpp0072727, FBpp0304929, FBpp0304920, FBpp0304921, FBpp0304928, FBpp0304922, FBpp0304924, FBpp0304923
OG0000274	KAI8036391.1, KAI8036402.1	FBpp0305886, FBpp0292368, FBpp0292367, FBpp0292366, FBpp0305885, FBpp0292369, FBpp0292364, FBpp0292363, FBpp0305884, FBpp0305887, FBpp0292365
OG0000275	KAI8033126.1	FBpp0291738, FBpp0112834, FBpp0112835, FBpp0291737
OG0000277	KAI8045287.1	FBpp0308330
OG0000277	KAI8034665.1	FBpp0074499
OG0000277	KAI8034698.1	FBpp0074538
OG0000279	KAI8037863.1	FBpp0297746, FBpp0072469, FBpp0072470, FBpp0076796
OG0000280	KAI8033228.1	FBpp0308745, FBpp0308747, FBpp0308746, FBpp0308743, FBpp0308744, FBpp0073898, FBpp0309265
OG0000281	KAI8035179.1	FBpp0070928, FBpp0070929, FBpp0070927, FBpp0070925, FBpp0070926, FBpp0111869, FBpp0300548
OG0000284	KAI8044515.1	FBpp0290894, FBpp0290296, FBpp0312060, FBpp0290297, FBpp0428113
OG0000285	KAI8034748.1	FBpp0308518, FBpp0308521, FBpp0308519, FBpp0070156, FBpp0308517, FBpp0110088, FBpp0308520
OG0000286	KAI8038276.1	FBpp0078744, FBpp0078743, FBpp0078742
OG0000286	KAI8033332.1	FBpp0073291, FBpp0073290
OG0000286	KAI8034926.1	FBpp0077665
OG0000287	KAI8042365.1	FBpp0079846, FBpp0079844, FBpp0307449, FBpp0307448
OG0000288	KAI8043408.1	FBpp0080263, FBpp0311120, FBpp0311119, FBpp0298821, FBpp0304489, FBpp0089099
OG0000290	KAI8042590.1	FBpp0113094, FBpp0303530, FBpp0303529, FBpp0312114, FBpp0081012
OG0000291	KAI8042022.1	FBpp0291874, FBpp0291875, FBpp0291872, FBpp0291873
OG0000291	KAI8042020.1	FBpp0291871, FBpp0293600
OG0000292	KAI8043374.1	FBpp0307797, FBpp0077089, FBpp0307798, FBpp0077086, FBpp0077090, FBpp0077091, FBpp0077088, FBpp0311695, FBpp0077087
OG0000293	KAI8044873.1	FBpp0290800, FBpp0111828, FBpp0111829, FBpp0083421, FBpp0083422, FBpp0290803, FBpp0290804, FBpp0083423
OG0000294	KAI8043912.1	FBpp0307033, FBpp0088433, FBpp0088431, FBpp0307032, FBpp0088435, FBpp0088434, FBpp0088963, FBpp0088432
OG0000295	KAI8043978.1	FBpp0308018, FBpp0308017, FBpp0308020, FBpp0308021, FBpp0308019, FBpp0297137
OG0000297	KAI8045007.1	FBpp0078582, FBpp0307413, FBpp0297437, FBpp0307412, FBpp0297436, FBpp0078579, FBpp0078581
OG0000299	KAI8036358.1	FBpp0290074, FBpp0087546, FBpp0087539, FBpp0087545, FBpp0087543, FBpp0087544, FBpp0087541, FBpp0087540, FBpp0087542, FBpp0087547
OG0000300	KAI8036326.1	FBpp0297604, FBpp0297605, FBpp0086428, FBpp0086429, FBpp0297606, FBpp0291359, FBpp0089346, FBpp0086430
OG0000301	KAI8039532.1	FBpp0088569, FBpp0088567, FBpp0088568, FBpp0088570, FBpp0290858, FBpp0290857
OG0000303	KAI8043062.1	FBpp0292911, FBpp0307474, FBpp0079518, FBpp0079516, FBpp0292912
OG0000304	KAI8045744.1	FBpp0085203, FBpp0308327, FBpp0300200, FBpp0085202, FBpp0300199, FBpp0308326, FBpp0300202
OG0000305	KAI8034634.1	FBpp0113137, FBpp0111484, FBpp0111482, FBpp0301272, FBpp0309671, FBpp0301271, FBpp0111483
OG0000306	KAI8039727.1	FBpp0428311, FBpp0086144, FBpp0086143, FBpp0302029, FBpp0086146, FBpp0428310, FBpp0428308, FBpp0428312
OG0000307	KAI8039654.1	FBpp0309079, FBpp0086170, FBpp0113120, FBpp0113119
OG0000308	KAI8037355.1	FBpp0085475
OG0000308	KAI8036828.1	FBpp0311591, FBpp0304256, FBpp0087422
OG0000309	KAI8037278.1	FBpp0085524, FBpp0085523, FBpp0089208, FBpp0089207, FBpp0089189, FBpp0089192, FBpp0089190, FBpp0089191, FBpp0089206, FBpp0089193, FBpp0289565
OG0000310	KAI8036465.1	FBpp0088152, FBpp0088154, FBpp0290500, FBpp0088153, FBpp0088151, FBpp0088155
OG0000311	KAI8036883.1	FBpp0071465, FBpp0304696, FBpp0071466, FBpp0071464, FBpp0071467, FBpp0071468, FBpp0071469
OG0000312	KAI8033686.1	FBpp0303491, FBpp0077776, FBpp0291100, FBpp0077777, FBpp0303488, FBpp0303492, FBpp0303490, FBpp0303489, FBpp0291101, FBpp0297500
OG0000314	KAI8041263.1	FBpp0297315, FBpp0305769, FBpp0305771, FBpp0297316, FBpp0305770, FBpp0305768, FBpp0291786
OG0000315	KAI8039105.1	FBpp0072982, FBpp0072981, FBpp0306027, FBpp0072980, FBpp0307985, FBpp0297368, FBpp0428265
OG0000317	KAI8041132.1	FBpp0075175, FBpp0300976, FBpp0075178, FBpp0075177, FBpp0075176, FBpp0075179, FBpp0303599, FBpp0075180
OG0000318	KAI8041511.1	FBpp0291486, FBpp0291484, FBpp0291483, FBpp0306011, FBpp0291487, FBpp0291485, FBpp0291488
OG0000319	KAI8041006.1	FBpp0293000, FBpp0292999, FBpp0292997, FBpp0305265, FBpp0075513, FBpp0292998, FBpp0075514, FBpp0075515
OG0000320	KAI8043797.1	FBpp0303519, FBpp0077470, FBpp0077475, FBpp0077474, FBpp0303520, FBpp0077473, FBpp0077471, FBpp0303518, FBpp0077472
OG0000321	KAI8036457.1	FBpp0311188, FBpp0110206, FBpp0088171
OG0000321	KAI8034102.1	FBpp0088259, FBpp0305854
OG0000322	KAI8045249.1	FBpp0099739, FBpp0084462, FBpp0099743, FBpp0099741, FBpp0099740, FBpp0099745, FBpp0099744, FBpp0099742, FBpp0084463
OG0000323	KAI8046337.1	FBpp0112199, FBpp0084260, FBpp0307556, FBpp0401569, FBpp0112200, FBpp0084262, FBpp0084263, FBpp0084261
OG0000324	KAI8042840.1	FBpp0312565
OG0000324	KAI8034553.1	FBpp0307169, FBpp0307168, FBpp0307176, FBpp0307170
OG0000325	KAI8043420.1	FBpp0306887, FBpp0306886
OG0000326	KAI8037106.1	FBpp0088001, FBpp0308261, FBpp0308260, FBpp0308259
OG0000326	KAI8037226.1	FBpp0088003
OG0000326	KAI8037224.1	FBpp0088002
OG0000327	KAI8037255.1	FBpp0087993, FBpp0307927
OG0000327	KAI8037183.1	FBpp0307928, FBpp0087994
OG0000328	KAI8036855.1, KAI8036856.1	FBpp0086659
OG0000329	KAI8044036.1, KAI8044037.1	FBpp0296969, FBpp0296971, FBpp0296973, FBpp0296970, FBpp0296974, FBpp0296975, FBpp0296972
OG0000330	KAI8035638.1	FBpp0111771, FBpp0304364, FBpp0078225, FBpp0289185, FBpp0078224, FBpp0078222, FBpp0078226, FBpp0289184
OG0000331	KAI8035066.1	FBpp0311821, FBpp0311820, FBpp0303293, FBpp0303294, FBpp0303296, FBpp0303298, FBpp0311822, FBpp0303300, FBpp0303299, FBpp0303295, FBpp0303297
OG0000332	KAI8035799.1	FBpp0300650, FBpp0300649, FBpp0300651, FBpp0289395, FBpp0312320, FBpp0305094
OG0000333	KAI8033113.1	FBpp0298334, FBpp0088329, FBpp0298335, FBpp0305855, FBpp0088330
OG0000334	KAI8034550.1	FBpp0292385, FBpp0312589
OG0000336	KAI8042507.1	FBpp0079196, FBpp0079194, FBpp0079193, FBpp0079189, FBpp0079195, FBpp0079190, FBpp0079192, FBpp0079188, FBpp0079191, FBpp0304774
OG0000337	KAI8036983.1	FBpp0087434, FBpp0087428, FBpp0087429, FBpp0087427, FBpp0289103, FBpp0289107, FBpp0087431, FBpp0087432, FBpp0428210, FBpp0297629, FBpp0297627, FBpp0087436
OG0000339	KAI8045755.1	FBpp0297355, FBpp0110261, FBpp0306946
OG0000340	KAI8046622.1	FBpp0082235, FBpp0082238, FBpp0307437, FBpp0082234, FBpp0082237, FBpp0082236, FBpp0082233
OG0000341	KAI8034688.1	FBpp0089248, FBpp0291048, FBpp0310357, FBpp0291049
OG0000342	KAI8035633.1	FBpp0073926, FBpp0290025, FBpp0309048, FBpp0073924, FBpp0073925, FBpp0423172
OG0000344	KAI8038096.1	FBpp0305539, FBpp0271758, FBpp0289556, FBpp0271756, FBpp0305540, FBpp0271755
OG0000345	KAI8038049.1	FBpp0297875, FBpp0078975, FBpp0297874, FBpp0297873, FBpp0078974, FBpp0290617, FBpp0078976, FBpp0290618
OG0000346	KAI8041082.1	FBpp0303838, FBpp0303839, FBpp0074816, FBpp0303837
OG0000347	KAI8034269.1	FBpp0289483, FBpp0289482, FBpp0070322, FBpp0070321, FBpp0291627, FBpp0070320, FBpp0070323
OG0000348	KAI8036078.1	FBpp0307235, FBpp0074222, FBpp0074223, FBpp0307238, FBpp0307237, FBpp0307236
OG0000349	KAI8036048.1	FBpp0310323, FBpp0110299, FBpp0310322, FBpp0074162
OG0000351	KAI8046845.1	FBpp0290632, FBpp0089255, FBpp0308357, FBpp0083894, FBpp0083895
OG0000352	KAI8044509.1	FBpp0291808, FBpp0291810, FBpp0291813, FBpp0292619, FBpp0297588, FBpp0291809, FBpp0291807, FBpp0297589
